SA2,SA2 NAME,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16
509021238,Dowerin," 2,356 "," 2,385 "," 2,381 "," 2,408 "," 2,444 "," 2,343 ", 46 , 46 , 47 , 47 , 47 , 47 ," 110,501,033 "," 111,829,042 "," 140,104,175 "," 153,812,215 "," 163,094,592 "," 138,573,887 "," 37,856 "," 39,309 "," 45,432 "," 47,316 "," 50,002 "," 45,442 "," 46,902 "," 46,888 "," 58,843 "," 63,876 "," 66,733 "," 59,144 "
509021239,Gingin - Dandaragan," 4,328 "," 4,427 "," 4,636 "," 4,796 "," 4,958 "," 4,891 ", 47 , 47 , 47 , 48 , 48 , 48 ," 196,301,164 "," 219,931,011 "," 243,856,475 "," 272,509,834 "," 285,087,815 "," 272,719,874 "," 33,021 "," 36,515 "," 39,426 "," 40,332 "," 40,180 "," 39,720 "," 45,356 "," 49,679 "," 52,601 "," 56,820 "," 57,501 "," 55,760 "
509021240,Merredin," 2,872 "," 2,860 "," 2,823 "," 2,835 "," 2,924 "," 2,867 ", 46 , 46 , 46 , 46 , 46 , 47 ," 129,616,759 "," 137,509,043 "," 140,511,129 "," 192,206,166 "," 215,298,669 "," 173,098,997 "," 38,939 "," 40,454 "," 44,292 "," 51,376 "," 53,212 "," 50,424 "," 45,131 "," 48,080 "," 49,774 "," 67,798 "," 73,632 "," 60,376 "
509021241,Moora," 3,011 "," 3,011 "," 3,012 "," 3,012 "," 3,092 "," 2,868 ", 45 , 45 , 45 , 45 , 45 , 45 ," 157,842,649 "," 146,932,059 "," 190,819,033 "," 194,848,677 "," 195,792,392 "," 176,371,070 "," 39,857 "," 40,410 "," 46,890 "," 48,827 "," 50,184 "," 49,683 "," 52,422 "," 48,798 "," 63,353 "," 64,691 "," 63,322 "," 61,496 "
509021242,Mukinbudin," 1,779 "," 1,773 "," 1,774 "," 1,770 "," 1,735 "," 1,672 ", 46 , 47 , 47 , 48 , 48 , 47 ," 78,316,052 "," 75,186,430 "," 98,149,089 "," 105,580,995 "," 115,952,239 "," 114,545,798 "," 38,390 "," 35,881 "," 42,660 "," 47,174 "," 50,961 "," 51,680 "," 44,023 "," 42,406 "," 55,326 "," 59,650 "," 66,831 "," 68,508 "
509021243,Northam," 5,295 "," 5,334 "," 5,407 "," 5,434 "," 5,497 "," 5,304 ", 44 , 45 , 45 , 45 , 45 , 46 ," 256,560,680 "," 280,737,232 "," 308,167,287 "," 321,359,509 "," 327,397,843 "," 315,363,326 "," 41,020 "," 43,722 "," 47,600 "," 49,758 "," 49,707 "," 50,387 "," 48,453 "," 52,632 "," 56,994 "," 59,139 "," 59,559 "," 59,458 "
509021244,Toodyay," 2,305 "," 2,310 "," 2,363 "," 2,378 "," 2,428 "," 2,402 ", 49 , 49 , 50 , 50 , 51 , 51 ," 113,199,071 "," 126,892,005 "," 135,010,780 "," 139,751,175 "," 142,920,735 "," 135,694,480 "," 38,062 "," 42,488 "," 44,129 "," 45,652 "," 45,326 "," 44,332 "," 49,110 "," 54,932 "," 57,135 "," 58,768 "," 58,864 "," 56,492 "
509021245,York - Beverley," 2,742 "," 2,862 "," 3,004 "," 3,096 "," 2,935 "," 3,958 ", 50 , 50 , 50 , 50 , 51 , 46 ," 114,144,493 "," 135,727,466 "," 158,522,360 "," 175,274,657 "," 175,361,801 "," 232,105,100 "," 31,946 "," 36,392 "," 38,739 "," 40,373 "," 42,688 "," 34,151 "," 41,628 "," 47,424 "," 52,770 "," 56,613 "," 59,748 "," 58,642 "
509031246,Brookton," 2,069 "," 2,034 "," 2,131 "," 2,152 "," 2,216 "," 2,139 ", 48 , 48 , 48 , 48 , 49 , 49 ," 84,954,896 "," 95,350,196 "," 114,705,008 "," 133,656,781 "," 162,209,759 "," 125,043,060 "," 33,408 "," 37,823 "," 43,906 "," 47,948 "," 53,017 "," 45,407 "," 41,061 "," 46,878 "," 53,827 "," 62,108 "," 73,199 "," 58,459 "
509031247,Kulin," 2,982 "," 2,974 "," 2,891 "," 2,985 "," 3,047 "," 2,765 ", 45 , 45 , 46 , 46 , 46 , 45 ," 106,978,121 "," 122,193,374 "," 151,449,521 "," 225,290,870 "," 262,875,306 "," 183,802,163 "," 29,964 "," 34,660 "," 40,721 "," 54,161 "," 59,697 "," 49,119 "," 35,875 "," 41,087 "," 52,387 "," 75,474 "," 86,273 "," 66,475 "
509031248,Murray," 1,244 "," 1,322 "," 1,356 "," 1,391 "," 1,438 "," 1,390 ", 44 , 44 , 45 , 45 , 45 , 46 ," 75,937,963 "," 88,893,922 "," 93,815,141 "," 99,140,684 "," 104,599,143 "," 101,312,792 "," 50,250 "," 58,000 "," 62,344 "," 58,245 "," 59,056 "," 61,261 "," 61,043 "," 67,242 "," 69,185 "," 71,273 "," 72,739 "," 72,887 "
509031249,Narrogin," 2,411 "," 2,413 "," 2,482 "," 2,464 "," 2,494 "," 2,581 ", 45 , 45 , 45 , 46 , 46 , 47 ," 112,737,063 "," 120,985,245 "," 129,827,263 "," 138,517,428 "," 146,812,277 "," 148,039,270 "," 39,819 "," 43,242 "," 44,332 "," 45,714 "," 48,497 "," 47,961 "," 46,759 "," 50,139 "," 52,308 "," 56,216 "," 58,866 "," 57,357 "
509031250,Wagin," 2,992 "," 2,955 "," 2,959 "," 2,994 "," 3,036 "," 2,849 ", 48 , 48 , 48 , 48 , 49 , 49 ," 117,301,100 "," 137,221,754 "," 145,716,445 "," 170,520,982 "," 194,973,383 "," 151,892,416 "," 32,617 "," 37,474 "," 40,110 "," 45,063 "," 49,101 "," 43,205 "," 39,205 "," 46,437 "," 49,245 "," 56,954 "," 64,220 "," 53,314 "
510011262,Broome," 7,089 "," 7,264 "," 7,734 "," 7,949 "," 8,137 "," 8,172 ", 38 , 38 , 38 , 38 , 38 , 39 ," 393,698,226 "," 440,547,844 "," 490,147,061 "," 516,056,412 "," 530,473,939 "," 541,994,616 "," 47,211 "," 51,432 "," 53,244 "," 54,900 "," 55,493 "," 56,823 "," 55,536 "," 60,648 "," 63,376 "," 64,921 "," 65,193 "," 66,323 "
510011263,Derby - West Kimberley," 2,183 "," 2,336 "," 2,505 "," 2,579 "," 2,616 "," 2,633 ", 38 , 38 , 39 , 39 , 39 , 39 ," 105,363,996 "," 124,368,103 "," 141,534,982 "," 148,369,256 "," 143,766,159 "," 150,112,998 "," 40,695 "," 45,449 "," 48,830 "," 48,605 "," 47,066 "," 47,286 "," 48,266 "," 53,240 "," 56,501 "," 57,530 "," 54,956 "," 57,012 "
510011264,Halls Creek, 737 , 807 , 803 , 785 , 853 , 856 , 36 , 36 , 38 , 36 , 37 , 37 ," 31,123,676 "," 36,198,152 "," 39,120,237 "," 40,340,659 "," 44,891,859 "," 48,021,417 "," 33,929 "," 36,096 "," 40,724 "," 42,633 "," 42,448 "," 41,091 "," 42,230 "," 44,855 "," 48,718 "," 51,389 "," 52,628 "," 56,100 "
510011265,Kununurra," 3,834 "," 4,023 "," 4,073 "," 4,100 "," 4,111 "," 3,861 ", 38 , 38 , 38 , 38 , 38 , 37 ," 217,147,194 "," 245,660,532 "," 258,619,261 "," 270,685,543 "," 264,413,101 "," 248,588,358 "," 48,449 "," 52,600 "," 54,458 "," 55,736 "," 54,348 "," 54,661 "," 56,637 "," 61,064 "," 63,496 "," 66,021 "," 64,318 "," 64,384 "
510011266,Roebuck, 261 , 309 , 303 , 347 , 342 , 328 , 39 , 39 , 38 , 38 , 39 , 38 ," 12,998,203 "," 15,409,424 "," 17,397,304 "," 17,458,544 "," 17,833,496 "," 18,958,629 "," 36,121 "," 34,961 "," 38,403 "," 42,171 "," 43,793 "," 41,023 "," 49,802 "," 49,869 "," 57,417 "," 50,313 "," 52,145 "," 57,801 "
510021267,East Pilbara, 209 , 234 , 248 , 265 , 300 , 266 , 42 , 41 , 39 , 39 , 37 , 41 ," 11,579,182 "," 15,653,602 "," 17,410,887 "," 18,743,533 "," 20,561,764 "," 18,172,502 "," 43,092 "," 50,566 "," 53,084 "," 53,915 "," 50,895 "," 59,400 "," 55,403 "," 66,896 "," 70,205 "," 70,730 "," 68,539 "," 68,318 "
510021268,Newman," 2,866 "," 2,969 "," 3,075 "," 2,847 "," 2,647 "," 2,651 ", 36 , 37 , 36 , 36 , 37 , 37 ," 229,177,672 "," 263,051,515 "," 287,600,663 "," 267,644,829 "," 249,724,871 "," 242,052,439 "," 71,397 "," 80,150 "," 85,208 "," 85,104 "," 82,782 "," 78,378 "," 79,964 "," 88,599 "," 93,529 "," 94,009 "," 94,343 "," 91,306 "
510021269,Port Hedland," 2,568 "," 2,795 "," 2,922 "," 2,986 "," 2,917 "," 2,679 ", 36 , 36 , 37 , 37 , 37 , 38 ," 225,269,881 "," 255,974,420 "," 299,680,180 "," 311,334,704 "," 309,093,269 "," 274,766,749 "," 73,844 "," 77,097 "," 88,792 "," 90,324 "," 93,269 "," 90,299 "," 87,722 "," 91,583 "," 102,560 "," 104,265 "," 105,963 "," 102,563 "
510021270,South Hedland," 4,954 "," 5,234 "," 5,668 "," 5,816 "," 5,764 "," 5,524 ", 33 , 33 , 33 , 33 , 34 , 35 ," 374,699,666 "," 421,902,060 "," 494,460,242 "," 512,004,153 "," 516,370,697 "," 479,873,821 "," 66,402 "," 71,528 "," 79,758 "," 81,247 "," 82,017 "," 78,887 "," 75,636 "," 80,608 "," 87,237 "," 88,034 "," 89,585 "," 86,871 "
510031271,Ashburton (WA)," 3,277 "," 3,366 "," 3,609 "," 3,753 "," 3,714 "," 3,636 ", 37 , 37 , 38 , 38 , 38 , 38 ," 258,656,986 "," 303,625,579 "," 343,837,342 "," 377,556,449 "," 390,747,690 "," 363,689,634 "," 77,310 "," 85,391 "," 95,024 "," 99,459 "," 105,009 "," 100,665 "," 78,931 "," 90,204 "," 95,272 "," 100,601 "," 105,209 "," 100,025 "
510031272,Karratha," 8,982 "," 9,605 "," 10,218 "," 10,292 "," 10,121 "," 9,478 ", 36 , 35 , 35 , 35 , 36 , 36 ," 773,399,576 "," 873,299,180 "," 982,913,855 "," 983,173,539 "," 979,833,521 "," 898,556,211 "," 73,185 "," 77,417 "," 79,965 "," 83,629 "," 83,111 "," 81,003 "," 86,105 "," 90,921 "," 96,194 "," 95,528 "," 96,812 "," 94,804 "
510031273,Roebourne," 2,227 "," 2,281 "," 2,253 "," 2,396 "," 2,373 "," 2,283 ", 39 , 39 , 40 , 39 , 40 , 40 ," 172,926,167 "," 200,020,729 "," 207,800,574 "," 225,313,596 "," 235,063,884 "," 219,621,610 "," 69,027 "," 75,100 "," 82,415 "," 82,801 "," 90,137 "," 87,937 "," 77,650 "," 87,690 "," 92,233 "," 94,037 "," 99,058 "," 96,199 "
511011274,Esperance," 7,204 "," 7,289 "," 7,417 "," 7,433 "," 7,589 "," 7,465 ", 44 , 44 , 44 , 45 , 45 , 45 ," 353,319,062 "," 380,184,846 "," 413,802,508 "," 439,192,101 "," 440,923,622 "," 452,412,247 "," 38,724 "," 41,237 "," 42,650 "," 44,876 "," 45,490 "," 46,249 "," 49,045 "," 52,159 "," 55,791 "," 59,087 "," 58,100 "," 60,604 "
511011275,Esperance Region," 1,837 "," 1,916 "," 1,926 "," 2,003 "," 1,989 "," 1,873 ", 44 , 43 , 44 , 44 , 45 , 46 ," 99,147,892 "," 88,332,606 "," 114,895,946 "," 158,401,827 "," 155,670,467 "," 138,623,887 "," 38,305 "," 38,539 "," 44,930 "," 52,615 "," 51,552 "," 49,670 "," 53,973 "," 46,103 "," 59,655 "," 79,082 "," 78,266 "," 74,012 "
511021276,Carnarvon," 2,934 "," 2,978 "," 3,137 "," 3,103 "," 3,029 "," 2,900 ", 42 , 42 , 41 , 42 , 42 , 43 ," 143,527,384 "," 159,547,137 "," 167,543,553 "," 169,136,231 "," 173,515,347 "," 167,684,890 "," 39,588 "," 42,975 "," 41,948 "," 43,501 "," 45,034 "," 45,897 "," 48,919 "," 53,575 "," 53,409 "," 54,507 "," 57,285 "," 57,822 "
511021277,Exmouth," 2,014 "," 2,055 "," 2,161 "," 2,264 "," 2,376 "," 2,337 ", 40 , 40 , 40 , 40 , 40 , 40 ," 101,858,658 "," 116,355,764 "," 128,670,647 "," 138,138,870 "," 144,437,058 "," 141,591,402 "," 40,253 "," 45,069 "," 46,261 "," 46,787 "," 46,333 "," 46,462 "," 50,575 "," 56,621 "," 59,542 "," 61,015 "," 60,790 "," 60,587 "
511031278,Boulder," 4,483 "," 4,666 "," 4,598 "," 4,342 "," 4,334 "," 4,089 ", 38 , 38 , 37 , 39 , 39 , 40 ," 271,693,313 "," 303,250,604 "," 314,493,162 "," 297,356,016 "," 304,472,874 "," 288,911,815 "," 52,595 "," 56,462 "," 59,807 "," 59,112 "," 61,211 "," 61,403 "," 60,605 "," 64,992 "," 68,398 "," 68,484 "," 70,252 "," 70,656 "
511031279,Kalgoorlie," 8,260 "," 8,738 "," 8,778 "," 8,479 "," 8,558 "," 8,490 ", 37 , 37 , 37 , 38 , 39 , 39 ," 542,706,944 "," 612,593,525 "," 652,936,834 "," 628,619,281 "," 648,981,236 "," 653,994,020 "," 54,974 "," 58,653 "," 63,543 "," 63,762 "," 65,567 "," 66,253 "," 65,703 "," 70,107 "," 74,383 "," 74,138 "," 75,833 "," 77,031 "
511031280,Kalgoorlie - North," 5,142 "," 5,314 "," 5,340 "," 5,189 "," 5,290 "," 5,241 ", 37 , 37 , 37 , 38 , 38 , 38 ," 358,106,577 "," 399,673,886 "," 427,280,865 "," 421,592,207 "," 426,362,625 "," 430,580,729 "," 59,253 "," 66,334 "," 70,718 "," 71,500 "," 72,142 "," 73,237 "," 69,643 "," 75,211 "," 80,015 "," 81,247 "," 80,598 "," 82,156 "
511031281,Kalgoorlie Airport, na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na 
511031282,Kambalda - Coolgardie - Norseman," 2,317 "," 2,350 "," 2,250 "," 2,143 "," 2,160 "," 2,107 ", 40 , 40 , 41 , 42 , 42 , 43 ," 154,038,029 "," 168,234,571 "," 168,608,926 "," 157,264,755 "," 159,264,706 "," 152,466,591 "," 55,536 "," 61,565 "," 63,988 "," 61,753 "," 62,872 "," 59,964 "," 66,482 "," 71,589 "," 74,937 "," 73,385 "," 73,734 "," 72,362 "
511031283,Leinster - Leonora," 1,023 ", 988 , 982 , 822 , 811 , 783 , 39 , 41 , 40 , 43 , 44 , 43 ," 59,432,373 "," 63,470,953 "," 64,865,076 "," 51,026,028 "," 49,587,601 "," 48,867,334 "," 51,329 "," 55,972 "," 56,453 "," 53,986 "," 53,830 "," 56,445 "," 58,096 "," 64,242 "," 66,054 "," 62,075 "," 61,144 "," 62,410 "
511031284,Trafalgar (WA), na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na 
511041285,Geraldton," 7,383 "," 7,557 "," 7,445 "," 7,441 "," 7,211 "," 7,188 ", 43 , 43 , 43 , 44 , 45 , 46 ," 380,274,531 "," 426,306,809 "," 445,774,464 "," 447,146,139 "," 442,707,571 "," 439,880,740 "," 40,854 "," 43,377 "," 47,354 "," 47,413 "," 48,440 "," 47,865 "," 51,507 "," 56,412 "," 59,876 "," 60,092 "," 61,393 "," 61,197 "
511041286,Geraldton - East," 3,712 "," 3,864 "," 4,019 "," 4,054 "," 4,097 "," 3,957 ", 41 , 42 , 42 , 42 , 43 , 43 ," 188,353,512 "," 216,089,283 "," 239,553,507 "," 238,263,038 "," 245,159,573 "," 234,603,316 "," 42,308 "," 46,617 "," 48,131 "," 47,906 "," 48,326 "," 47,827 "," 50,742 "," 55,924 "," 59,605 "," 58,772 "," 59,839 "," 59,288 "
511041287,Geraldton - North," 3,600 "," 3,879 "," 4,068 "," 4,297 "," 4,375 "," 4,307 ", 42 , 42 , 42 , 43 , 43 , 43 ," 201,047,419 "," 238,460,509 "," 263,139,607 "," 308,138,775 "," 283,838,877 "," 280,730,270 "," 46,025 "," 50,440 "," 53,536 "," 52,789 "," 52,700 "," 54,052 "," 55,847 "," 61,475 "," 64,685 "," 71,710 "," 64,877 "," 65,180 "
511041288,Geraldton - South," 5,364 "," 5,617 "," 5,900 "," 6,019 "," 6,167 "," 6,032 ", 41 , 41 , 41 , 42 , 42 , 43 ," 319,807,367 "," 349,979,616 "," 400,073,563 "," 408,223,177 "," 430,451,603 "," 424,940,654 "," 49,322 "," 52,050 "," 56,854 "," 56,139 "," 57,311 "," 56,372 "," 59,621 "," 62,307 "," 67,809 "," 67,822 "," 69,799 "," 70,448 "
511041289,Irwin," 1,976 "," 2,022 "," 1,988 "," 1,995 "," 2,071 "," 1,964 ", 47 , 47 , 48 , 49 , 50 , 50 ," 104,753,591 "," 117,843,089 "," 128,098,121 "," 136,812,107 "," 133,640,820 "," 122,815,843 "," 39,399 "," 43,470 "," 46,181 "," 47,987 "," 46,785 "," 45,686 "," 53,013 "," 58,280 "," 64,436 "," 68,577 "," 64,530 "," 62,534 "
511041290,Meekatharra, 974 ," 1,008 ", 986 , 992 ," 1,000 ", 985 , 45 , 45 , 45 , 45 , 46 , 46 ," 43,945,283 "," 50,051,388 "," 50,459,917 "," 50,059,410 "," 50,971,819 "," 51,746,431 "," 38,626 "," 41,448 "," 42,720 "," 41,891 "," 42,315 "," 41,362 "," 45,118 "," 49,654 "," 51,176 "," 50,463 "," 50,972 "," 52,534 "
511041291,Morawa," 2,257 "," 2,325 "," 2,291 "," 2,249 "," 2,193 "," 2,108 ", 47 , 47 , 47 , 47 , 48 , 48 ," 125,499,810 "," 126,208,686 "," 157,044,695 "," 136,278,490 "," 130,045,965 "," 112,877,844 "," 40,622 "," 41,714 "," 48,688 "," 46,619 "," 45,399 "," 41,537 "," 55,605 "," 54,283 "," 68,549 "," 60,595 "," 59,300 "," 53,547 "
511041292,Northampton - Mullewa - Greenough," 3,087 "," 3,147 "," 3,084 "," 3,149 "," 3,180 "," 3,040 ", 47 , 47 , 48 , 48 , 48 , 49 ," 155,203,037 "," 161,649,741 "," 182,097,497 "," 171,022,204 "," 170,034,301 "," 173,601,132 "," 36,884 "," 38,837 "," 42,127 "," 39,702 "," 39,590 "," 40,565 "," 50,276 "," 51,366 "," 59,046 "," 54,310 "," 53,470 "," 57,106 "
597979799,Migratory - Offshore - Shipping (WA), na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na 
599999499,No usual address (WA), na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na , na 
601011001,Bridgewater - Gagebrook," 2,476 "," 2,374 "," 2,294 "," 2,243 "," 2,311 "," 2,371 ", 38 , 39 , 39 , 40 , 39 , 39 ," 88,254,819 "," 85,072,160 "," 87,482,907 "," 86,579,452 "," 90,524,130 "," 94,197,478 "," 32,880 "," 34,252 "," 36,533 "," 36,952 "," 37,525 "," 38,341 "," 35,644 "," 35,835 "," 38,136 "," 38,600 "," 39,171 "," 39,729 "
601011002,Brighton - Pontville," 2,621 "," 2,641 "," 2,675 "," 2,769 "," 2,875 "," 3,008 ", 39 , 40 , 40 , 40 , 40 , 41 ," 116,949,706 "," 119,285,728 "," 125,072,566 "," 133,018,852 "," 143,033,113 "," 151,495,315 "," 41,094 "," 42,135 "," 42,647 "," 44,349 "," 45,614 "," 46,895 "," 44,620 "," 45,167 "," 46,756 "," 48,039 "," 49,751 "," 50,364 "
601011003,Old Beach - Otago," 2,278 "," 2,337 "," 2,395 "," 2,469 "," 2,579 "," 2,673 ", 43 , 44 , 45 , 44 , 44 , 44 ," 108,392,674 "," 117,294,471 "," 122,319,374 "," 127,264,816 "," 137,517,140 "," 147,808,983 "," 41,963 "," 44,479 "," 46,144 "," 47,073 "," 48,928 "," 51,483 "," 47,582 "," 50,190 "," 51,073 "," 51,545 "," 53,322 "," 55,297 "
601021004,Bellerive - Rosny," 3,504 "," 3,473 "," 3,446 "," 3,501 "," 3,629 "," 3,698 ", 49 , 49 , 50 , 50 , 49 , 49 ," 182,968,620 "," 179,620,557 "," 189,265,127 "," 193,123,600 "," 206,547,562 "," 223,643,595 "," 41,593 "," 41,823 "," 43,462 "," 45,499 "," 46,321 "," 46,598 "," 52,217 "," 51,719 "," 54,923 "," 55,162 "," 56,916 "," 60,477 "
601021005,Cambridge," 4,526 "," 4,619 "," 4,595 "," 4,688 "," 4,853 "," 4,870 ", 45 , 46 , 46 , 47 , 47 , 47 ," 231,906,071 "," 252,080,762 "," 259,688,839 "," 271,645,765 "," 290,374,927 "," 296,451,019 "," 42,487 "," 44,840 "," 45,864 "," 48,367 "," 49,737 "," 51,026 "," 51,239 "," 54,575 "," 56,516 "," 57,945 "," 59,834 "," 60,873 "
601021006,Geilston Bay - Risdon," 1,895 "," 1,949 "," 1,930 "," 1,970 "," 2,013 "," 1,988 ", 44 , 45 , 45 , 45 , 45 , 45 ," 90,867,244 "," 95,268,562 "," 96,560,366 "," 102,340,027 "," 108,274,074 "," 109,714,803 "," 44,353 "," 45,372 "," 47,376 "," 48,406 "," 50,605 "," 51,795 "," 47,951 "," 48,881 "," 50,031 "," 51,949 "," 53,787 "," 55,189 "
601021007,Howrah - Tranmere," 5,863 "," 6,012 "," 5,937 "," 6,133 "," 6,279 "," 6,285 ", 46 , 47 , 47 , 46 , 46 , 47 ," 288,651,927 "," 302,744,437 "," 314,667,186 "," 335,022,840 "," 353,079,308 "," 363,233,040 "," 41,793 "," 43,693 "," 45,102 "," 47,414 "," 48,015 "," 49,864 "," 49,233 "," 50,357 "," 53,001 "," 54,626 "," 56,232 "," 57,794 "
601021008,Lindisfarne - Rose Bay," 4,056 "," 4,112 "," 4,056 "," 4,153 "," 4,215 "," 4,245 ", 48 , 48 , 49 , 49 , 49 , 49 ," 199,426,145 "," 203,354,791 "," 210,412,702 "," 219,333,418 "," 227,552,539 "," 234,931,974 "," 41,722 "," 41,936 "," 43,744 "," 44,940 "," 45,822 "," 46,515 "," 49,168 "," 49,454 "," 51,877 "," 52,813 "," 53,986 "," 55,343 "
601021009,Mornington - Warrane," 1,981 "," 1,923 "," 1,959 "," 1,939 "," 1,979 "," 2,031 ", 38 , 38 , 38 , 38 , 38 , 38 ," 79,199,815 "," 81,153,168 "," 85,151,436 "," 85,713,874 "," 88,556,897 "," 92,150,566 "," 38,635 "," 40,516 "," 40,821 "," 41,649 "," 42,976 "," 43,335 "," 39,980 "," 42,201 "," 43,467 "," 44,205 "," 44,748 "," 45,372 "
601021010,Risdon Vale, 998 , 943 , 932 , 952 , 996 ," 1,032 ", 38 , 40 , 40 , 39 , 39 , 39 ," 36,489,938 "," 37,119,869 "," 36,812,195 "," 38,749,102 "," 41,394,804 "," 44,141,576 "," 36,741 "," 38,248 "," 38,244 "," 38,754 "," 38,904 "," 41,884 "," 36,563 "," 39,364 "," 39,498 "," 40,703 "," 41,561 "," 42,773 "
601021011,Rokeby," 2,298 "," 2,219 "," 2,244 "," 2,279 "," 2,375 "," 2,616 ", 37 , 38 , 38 , 38 , 38 , 37 ," 88,163,604 "," 90,424,250 "," 94,066,820 "," 98,618,901 "," 105,009,410 "," 116,700,369 "," 36,472 "," 38,397 "," 39,781 "," 41,283 "," 41,596 "," 42,942 "," 38,365 "," 40,750 "," 41,919 "," 43,273 "," 44,214 "," 44,610 "
601021012,South Arm," 2,476 "," 2,487 "," 2,501 "," 2,575 "," 2,644 "," 2,680 ", 46 , 46 , 47 , 47 , 47 , 47 ," 120,684,667 "," 125,080,720 "," 132,595,402 "," 138,717,150 "," 149,577,071 "," 154,866,726 "," 41,700 "," 44,081 "," 46,113 "," 46,455 "," 47,835 "," 49,143 "," 48,742 "," 50,294 "," 53,017 "," 53,871 "," 56,572 "," 57,786 "
601031013,Austins Ferry - Granton," 2,161 "," 2,170 "," 2,138 "," 2,208 "," 2,292 "," 2,307 ", 42 , 42 , 43 , 44 , 43 , 44 ," 100,533,609 "," 102,556,187 "," 107,002,069 "," 109,460,505 "," 116,055,924 "," 118,214,890 "," 42,317 "," 42,514 "," 44,747 "," 45,235 "," 46,059 "," 47,465 "," 46,522 "," 47,261 "," 50,048 "," 49,575 "," 50,635 "," 51,242 "
601031014,Berriedale - Chigwell," 2,539 "," 2,589 "," 2,588 "," 2,568 "," 2,650 "," 2,662 ", 42 , 42 , 42 , 42 , 43 , 42 ," 104,114,170 "," 110,127,328 "," 113,009,694 "," 116,989,687 "," 122,509,928 "," 128,080,749 "," 39,102 "," 40,321 "," 41,108 "," 43,925 "," 44,369 "," 45,594 "," 41,006 "," 42,537 "," 43,667 "," 45,557 "," 46,230 "," 48,114 "
601031015,Claremont (Tas.)," 3,831 "," 3,761 "," 3,658 "," 3,677 "," 3,759 "," 3,844 ", 40 , 40 , 41 , 41 , 41 , 41 ," 154,548,874 "," 157,530,035 "," 163,369,640 "," 165,313,527 "," 170,505,720 "," 179,975,301 "," 38,154 "," 39,384 "," 41,320 "," 42,310 "," 43,413 "," 44,632 "," 40,342 "," 41,885 "," 44,661 "," 44,959 "," 45,359 "," 46,820 "
601031016,Derwent Park - Lutana," 2,025 "," 1,986 "," 1,983 "," 1,983 "," 1,997 "," 2,052 ", 40 , 41 , 41 , 42 , 42 , 41 ," 85,806,385 "," 89,190,656 "," 86,898,155 "," 89,751,435 "," 93,127,371 "," 97,007,454 "," 38,512 "," 39,793 "," 41,187 "," 42,338 "," 44,138 "," 44,918 "," 42,374 "," 44,910 "," 43,822 "," 45,260 "," 46,634 "," 47,275 "
601031017,Glenorchy," 4,764 "," 4,709 "," 4,583 "," 4,551 "," 4,714 "," 4,874 ", 41 , 42 , 42 , 42 , 42 , 42 ," 184,960,924 "," 186,106,831 "," 187,089,924 "," 191,980,763 "," 205,310,099 "," 217,289,824 "," 36,971 "," 37,545 "," 38,010 "," 40,179 "," 41,037 "," 42,460 "," 38,825 "," 39,522 "," 40,823 "," 42,184 "," 43,553 "," 44,581 "
601031018,Montrose - Rosetta," 2,445 "," 2,437 "," 2,407 "," 2,403 "," 2,492 "," 2,548 ", 45 , 46 , 46 , 46 , 46 , 44 ," 106,379,390 "," 110,809,801 "," 111,466,379 "," 115,231,375 "," 121,565,077 "," 127,040,445 "," 38,997 "," 41,574 "," 41,894 "," 43,938 "," 45,090 "," 46,408 "," 43,509 "," 45,470 "," 46,309 "," 47,953 "," 48,782 "," 49,859 "
601031019,Moonah," 2,654 "," 2,662 "," 2,596 "," 2,599 "," 2,694 "," 2,772 ", 40 , 41 , 41 , 42 , 41 , 41 ," 108,501,346 "," 112,578,947 "," 113,678,455 "," 117,352,224 "," 124,274,487 "," 127,611,104 "," 37,905 "," 39,338 "," 40,758 "," 41,082 "," 42,923 "," 42,758 "," 40,882 "," 42,291 "," 43,790 "," 45,153 "," 46,130 "," 46,036 "
601031020,New Norfolk," 2,992 "," 2,959 "," 2,930 "," 2,928 "," 3,030 "," 3,049 ", 43 , 43 , 44 , 43 , 44 , 44 ," 119,266,932 "," 121,073,169 "," 125,212,273 "," 130,355,195 "," 138,143,873 "," 141,729,654 "," 36,472 "," 37,430 "," 39,341 "," 40,436 "," 41,504 "," 42,974 "," 39,862 "," 40,917 "," 42,735 "," 44,520 "," 45,592 "," 46,484 "
