,name,property_type,property_feature,coordinates,desc,postcode,week_rent,sa2_coor,closest_sa2,2023 Population,2023Pred,bedroom_num,bathroom_num,parking_num
3078,4 Palmaston Drive Greenvale VIC 3059,House,"['Available Now', '$2730']","[-37.6459183, 144.8724653]","This brand new 4 bedroom lux family home with no expense spared is now available for rent.
Located in the popular Carol Lane Estate, close to Greenvale shopping centre, private and public schools like Aitkin College, medical centre, Mickleham road access and so much more. ",3059,630.0,"[xcoord    144.886407
ycoord    -37.638076
Name: Greenvale - Bulla, dtype: float64]",Greenvale - Bulla,23971.17572206445,72590.7333333334,['4'],['2'],['2']
3079,10 Fluent Lane Greenvale VIC 3059,House,"['Available Now', '$1782']","[-37.6155216, 144.8892342]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3059,410.0,"[xcoord    144.886407
ycoord    -37.638076
Name: Greenvale - Bulla, dtype: float64]",Greenvale - Bulla,23971.17572206445,72590.7333333334,['3'],['2'],[]
3080,Greenvale VIC 3059,House,"['Available Now', '$1885']","[-37.6454887, 144.8841246]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3059,435.0,"[xcoord    144.886407
ycoord    -37.638076
Name: Greenvale - Bulla, dtype: float64]",Greenvale - Bulla,23971.17572206445,72590.7333333334,['3'],['2'],['2']
3081,Greenvale VIC 3059,House,"['Available Now', '$1950']","[-37.6454887, 144.8841246]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3059,450.0,"[xcoord    144.886407
ycoord    -37.638076
Name: Greenvale - Bulla, dtype: float64]",Greenvale - Bulla,23971.17572206445,72590.7333333334,['3'],['2'],['2']
3082,Greenvale VIC 3059,House,"['Available Now', '$1950']","[-37.6454887, 144.8841246]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3059,450.0,"[xcoord    144.886407
ycoord    -37.638076
Name: Greenvale - Bulla, dtype: float64]",Greenvale - Bulla,23971.17572206445,72590.7333333334,['3'],['2'],['2']
3083,250 Wildwood Road Oaklands Junction VIC 3063,Acreage / Semi-Rural,"['Available Now', '$2166', '141639.9747m²']","[-37.6234696, 144.8207348]","Approximately 35 acres 
Barn to facilitate 4 horses 
Racing track 
Town water 
5 Sheds 
*HOUSE NOT INCLUDED *",3063,500.0,"[xcoord    144.901424
ycoord    -37.559405
Name: Mickleham - Yuroke, dtype: float64, xcoord    144.886407
ycoord    -37.638076
Name: Greenvale - Bulla, dtype: float64]",Greenvale - Bulla,23971.17572206445,72590.7333333334,['1'],['1'],[]
3084,170 Sunbury Road Bulla VIC 3428,House,"['Available Now', '$1907']","[-37.6301643, 144.801167]","This well designed home features 3 large size bedrooms with built in robes 
master with walk in and full ensuite, large kitchen with electric cook top and 
lots of cupboard space, large meals area, central living room with wood fire heating 
and evaporative cooling , large sun room which can be converted to another living area, central bathroom with separate bath tub. ",3428,440.0,"[xcoord    144.886407
ycoord    -37.638076
Name: Greenvale - Bulla, dtype: float64]",Greenvale - Bulla,23971.17572206445,72590.7333333334,['3'],['2'],['1']
3085,1268 Sydney Road Fawkner VIC 3060,House,"['Available Now', '$1716']","[-37.7015341, 144.9605237]",Ender Gok,3060,395.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['1'],['2']
3086,46 Mutton Road Fawkner VIC 3060,House,"['Available Now', '$1825']","[-37.7120891, 144.9684766]","If you are looking for a property that is neat, affordable and ready to be called home, look no further. Located within walking distance of shops, schools and Charles Mutton Reserve and minutes to trains, buses, Coburg Lake, the Western Ring Road and Sydney Rd's bustling shopping and dining strip.",3060,420.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['1'],['2']
3087,13B Marlborough Street Fawkner VIC 3060,Townhouse,"['Available Now', '$1672']","[-37.7189518, 144.9729508]","This stunning two bedroom townhouse features spacious rooms both with built in robes and split system heating/cooling in each. 
Polished timber floorboards throughout living area &amp; lounge, there is a third split system heating cooling system in living area, stainless steel appliances in the kitchen including a dishwasher, stone bench tops, great outdoor area &amp; single car lock up garage",3060,385.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['2'],['1'],['2']
3088,18 Bungay Street Fawkner VIC 3060,House,"['Available Now', '$1950']","[-37.6977203, 144.9708531]","Look no further as this beautiful charming family home is now available, freshly painted throughout, Close to Anderson Road shops, public transport, buses, parklands, Ring Roads and CBD access through Hume Hwy.",3060,450.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['1'],['5']
3089,61 McBryde Street Fawkner VIC 3060,House,"['Available Now', '$1651']","[-37.7112391, 144.9753173]","With 3 spacious bedrooms this home is not only comfortable and cosy but also convenient. Located within minutes walk to quality schools, parklands and local eateries, this home is everything you could ask for. Offering a huge backyard with lots of room to play and entertain. ",3060,380.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['1'],['2']
3090,2/16 Kathryn Street Fawkner VIC 3060,Apartment / Unit / Flat,"['Monday, 17th October 2022', '$1608']","[-37.69109220000001, 144.9608411]","This beautifully presented three bedroom unit is ready and waiting for you. Showcasing three bedrooms all with BIR's, large open plan living with a modern kitchen, functional central family bathroom and internal laundry. Additional features include, split system heating and cooling, ducted heating, carport with an extra car space and wrap around North facing courtyard. Located within walking",3060,370.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['1'],['2']
3091,26 Glynda Street Fawkner VIC 3060,House,"['Available Now', '$2385']","[-37.6987007, 144.9657225]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,550.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['4'],['2'],['5']
3092,8 Lowson Street Fawkner VIC 3060,Apartment / Unit / Flat,"['Friday, 9th September 2022', '$1820']","[-37.69945320000001, 144.9774257]","This residence is within close proximity to shops, schools , public transportation , parks and the Western ring road.",3060,420.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['2'],['1'],[]
3093,1/13 Wymlet street Fawkner VIC 3060,Apartment / Unit / Flat,"['Available Now', '$1730']","[-37.7131604, 144.9656802]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,399.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['1'],['1']
3094,2/99 Major Road Fawkner VIC 3060,Apartment / Unit / Flat,"['Available Now', '$1520']","[-37.70713, 144.9643887]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,350.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['2'],['1'],['3']
3095,1/21 Princess Street Fawkner VIC 3060,House,"['Available Now', '$1651']","[-37.7183643, 144.9637864]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,380.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['2'],['1'],['1']
3096,2/60 William Street Fawkner VIC 3060,Townhouse,"['Available Now', '$1564']","[-37.7025885, 144.9679167]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,360.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['2'],['1'],['1']
3097,5 Finucane Place Fawkner VIC 3060,House,"['Sunday, 25th September 2022', '$3042']","[-37.6967208, 144.9636573]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,700.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['4'],['3'],['2']
3098,153 McBryde Street Fawkner VIC 3060,House,"['Available Now', '$1738']","[-37.7040229, 144.9767803]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,400.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['1'],['2']
3099,16/24-36 Lorne Street Fawkner VIC 3060,House,"['Available Now', '$1430']","[-37.7143704, 144.9757033]",If you're looking to downsize but not really ready for full time care as yet then this is the perfect property for you.,3060,330.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['1'],['1'],['1']
3100,12 Claremont Street Fawkner VIC 3060,House,"['Available Now', '$1738']","[-37.6983797, 144.9756615]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,400.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['1'],['1']
3101,3/55 Major road Fawkner VIC 3060,House,"['Available Now', '$1347']","[-37.7077397, 144.9698885]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,310.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['1'],['1'],['1']
3102,6/24-36 Lorne Street Fawkner VIC 3060,Apartment / Unit / Flat,"['Available Now', '$1343']","[-37.7151741, 144.9755183]",If you're looking to downsize but not really ready for full time care as yet then this is the perfect property for you.,3060,310.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['1'],['1'],['1']
3103,7 Argyle Street Fawkner VIC 3060,House,"['Available Now', '$1651']","[-37.718235, 144.9738543]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,380.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['1'],[]
3104,3a Boston Street Fawkner VIC 3060,Townhouse,"['Available Now', '$2383']","[-37.7007817, 144.9637219]",In the sought-after pocket of Fawkner is this renovated four-bedroom townhouse set over two levels and offers great appeal for those looking for a stylish home to call their own. ,3060,550.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['4'],['2'],['1']
3105,11/24-36 Lorne Street Fawkner VIC 3060,Apartment / Unit / Flat,"['Available Now', '$1430']","[-37.7147803, 144.975624]",If you're looking to downsize but not really ready for full time care as yet then this is the perfect property for you.,3060,330.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['1'],['1'],['1']
3106,14A Janice Court Fawkner VIC 3060,Townhouse,"['Available Now', '$1782']","[-37.6911158, 144.9623584]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,410.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['1'],['1']
3107,1/33 Elizabeth Street Fawkner VIC 3060,House,"['Available Now', '$2000', '350m²', '200m²']","[-37.7042301, 144.9730798]",This immaculate three bedrooms' home with newly renovated Bathroom is located in the heart of Fawkner!,3060,460.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['2'],['3']
3108,10 Dowding Close Fawkner VIC 3060,House,"['Available Now', '$2500', '400m²', '250m²']","[-37.6971089, 144.9625388]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,500.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['4'],['2'],['4']
3109,10/24-36 Lorne Street Fawkner VIC 3060,Apartment / Unit / Flat,"['Available Now', '$1216']","[-37.71485029999999, 144.975611]",If you're looking to downsize but not really ready for full time care as yet then this is the perfect property for you.,3060,280.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['1'],['1'],['1']
3110,1/1178 Sydney rd Fawkner VIC 3060,Townhouse,"['Available Now', '$2579']","[-37.7094192, 144.9617644]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,595.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['3'],['2']
3111,2/60 William Street Fawkner VIC 3060,Townhouse,"['Available Now', '$1608']","[-37.702569, 144.967815]","If you are looking for quality and a perfect size home then look no further - perfectly positioned in the heart of Fawkner, this double storey townhouse comprises two generous sized bedrooms, BIR in one bedroom, a beautiful bathroom, a large bright lounge area leading to a perfect size courtyard, modern kitchen including a dishwasher and a single lock up garage. Only a short walk to shops and",3060,370.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['2'],['1'],['1']
3112,33 Leighton Crescent Fawkner VIC 3060,House,"['Available Now', '$1651']","[-37.6940014, 144.9633992]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,380.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['1'],['3']
3113,8 Percy Street Fawkner VIC 3060,House,['Available Now'],"[-37.7112321, 144.9747579]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,390.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['1'],['6']
3114,2 Epsom Court Fawkner VIC 3060,House,"['Available Now', '$1738']","[-37.6986855, 144.9774257]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,400.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['1'],['2']
3115,4/85 Queens Parade Fawkner VIC 3060,Apartment / Unit / Flat,['Available Now'],"[-37.71908000000001, 144.964819]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,450.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['2'],['1'],['1']
3116,11 Selola Court Fawkner VIC 3060,House,"['Available Now', '$1733']","[-37.6970299, 144.9677946]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,400.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['1'],['1']
3117,7/1100 Sydney Road Fawkner VIC 3060,Townhouse,"['Available Now', '$1647']","[-37.7153024, 144.9628399]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,380.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['2'],['2'],['1']
3118,11 Selola Crt. Fawkner VIC 3060,House,"['Available Now', '$1733']","[-37.6970299, 144.9677946]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3060,400.0,"[xcoord    144.969111
ycoord    -37.705448
Name: Fawkner, dtype: float64]",Fawkner,15658.094374408189,57343.93333333358,['3'],['1'],['2']
3119,23 Meyers Walk Craigieburn VIC 3064,House,"['Thursday, 6th October 2022', '$1651']","[-37.5918296, 144.9172742]","Centrally located close to all desired amenities and public transport, this cosy 2 bedroom Townhouse ticked all boxes for comfort.",3064,380.0,"[xcoord    144.931046
ycoord    -37.591818
Name: Craigieburn - Central, dtype: float64, xcoord    144.901424
ycoord    -37.559405
Name: Mickleham - Yuroke, dtype: float64, xcoord    145.113211
ycoord    -37.508047
Name: Whittlesea, dtype: float64, xcoord    144.927755
ycoord    -37.626057
Name: Roxburgh Park - Somerton, dtype: float64]",Craigieburn - Central,8807.264362866947,55334.39999999991,['2'],['2'],['1']
3120,17 Riverway View Craigieburn VIC 3064,House,"['Tuesday, 20th September 2022', '$2042']","[-37.579346, 144.9136369]","A clean, generous four bedroom house close to parks, multiple schools, all within a 5 min drive or less. This ravishing house is also within a 5 min drive from Highlands Shopping Center. It is the perfect house at the perfect location!",3064,470.0,"[xcoord    144.931046
ycoord    -37.591818
Name: Craigieburn - Central, dtype: float64, xcoord    144.901424
ycoord    -37.559405
Name: Mickleham - Yuroke, dtype: float64, xcoord    145.113211
ycoord    -37.508047
Name: Whittlesea, dtype: float64, xcoord    144.927755
ycoord    -37.626057
Name: Roxburgh Park - Somerton, dtype: float64]",Craigieburn - Central,8807.264362866947,55334.39999999991,['4'],['2'],['2']
3121,52 Brunswick Crescent Craigieburn VIC 3064,Townhouse,"['Available Now', '$1564']","[-37.5924746, 144.9173024]","Perfectly located, this well kept and low maintenance tri-level townhouse is perfect for singles and couples. Ground floor consists of a study, garage and laundry. ",3064,360.0,"[xcoord    144.931046
ycoord    -37.591818
Name: Craigieburn - Central, dtype: float64, xcoord    144.901424
ycoord    -37.559405
Name: Mickleham - Yuroke, dtype: float64, xcoord    145.113211
ycoord    -37.508047
Name: Whittlesea, dtype: float64, xcoord    144.927755
ycoord    -37.626057
Name: Roxburgh Park - Somerton, dtype: float64]",Craigieburn - Central,8807.264362866947,55334.39999999991,['2'],['1'],['1']
3122,1 Cerulean Walk Craigieburn VIC 3064,Townhouse,"['Tuesday, 20th September 2022', '$1869']","[-37.5873309, 144.9095759]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3064,430.0,"[xcoord    144.931046
ycoord    -37.591818
Name: Craigieburn - Central, dtype: float64, xcoord    144.901424
ycoord    -37.559405
Name: Mickleham - Yuroke, dtype: float64, xcoord    145.113211
ycoord    -37.508047
Name: Whittlesea, dtype: float64, xcoord    144.927755
ycoord    -37.626057
Name: Roxburgh Park - Somerton, dtype: float64]",Craigieburn - Central,8807.264362866947,55334.39999999991,['3'],['2'],['2']
3123,64 Dianne Avenue Craigieburn VIC 3064,House,"['Available Now', '$1690']","[-37.59558430000001, 144.9313965]"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3064,390.0,"[xcoord    144.931046
ycoord    -37.591818
Name: Craigieburn - Central, dtype: float64, xcoord    144.901424
ycoord    -37.559405
Name: Mickleham - Yuroke, dtype: float64, xcoord    145.113211
ycoord    -37.508047
Name: Whittlesea, dtype: float64, xcoord    144.927755
ycoord    -37.626057
Name: Roxburgh Park - Somerton, dtype: float64]",Craigieburn - Central,8807.264362866947,55334.39999999991,['3'],['1'],['2']
