,name,latitude,longitude,nearestSchool,nearestSchool_distance,nearestStation,nearestStation_distance,Y,X,School_Name,STOP_ID,LATITUDE,LONGITUDE,STOP_NAME,real_school_distance,real_school_duration,real_station_distance,real_station_duration
1881,"10/313 EIGHTH STREET, MILDURA EAST",-34.171785,142.144896,Mildura West Primary School,1.1198,Sunbury Railway Station (Sunbury),444.1538,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.6,3.6,510.5,351.0
1882,"9 RISBEY COURT, MILDURA EAST",-34.213655,142.13939,Mildura South Primary School,1.1613,Sunbury Railway Station (Sunbury),440.4391,-34.21348,142.12679,Mildura South Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),2.2,3.1,504.6,342.6
1883,"218 SEVENTH STREET, MILDURA EAST",-34.177295,142.15725,Mildura West Primary School,0.5232,Sunbury Railway Station (Sunbury),443.0447,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.1,2.8,509.8,350.7
1884,"2/17 LOGAN AVENUE, MILDURA EAST",-34.198358,142.148101,Mildura Senior College,0.253,Sunbury Railway Station (Sunbury),441.4751,-34.198,142.14539,Mildura Senior College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.3,0.7,506.1,344.4
1885,"178 ONTARIO AVENUE, MILDURA EAST",-34.182439,142.146295,Mildura West Primary School,0.6372,Sunbury Railway Station (Sunbury),443.074,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.1,1.5,509.1,348.2
1886,"3/3 HOYTS DRIVE, MILDURA SOUTH",-34.21521001,142.12746001,Mildura South Primary School,0.2016,Sunbury Railway Station (Sunbury),440.8636,-34.21348,142.12679,Mildura South Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.4,0.9,505.8,344.8
1887,"3171 ONTARIO AVENUE, MILDURA SOUTH",-34.225429,142.093349,The Lake Primary School,2.1641,Sunbury Railway Station (Sunbury),441.5458,-34.20592,142.09314,The Lake Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),3.1,2.6,510.4,347.0
1888,"154 SEVENTH STREET, MILDURA SOUTH",-34.181227,142.162013,Mildura West Primary School,0.9025,Sunbury Railway Station (Sunbury),442.4451,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.7,4.3,508.8,347.7
1889,"882 SIXTEENTH STREET MILDURA, MILDURA SOUTH",-34.2151229,142.1169401,Mildura South Primary School,0.9258,Sunbury Railway Station (Sunbury),441.3778,-34.21348,142.12679,Mildura South Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.4,1.9,507.4,346.1
1890,"187 WHITECLIFF AVENUE, MILDURA SOUTH",-34.241984,142.071341,Koorlong Primary School,4.1908,Sunbury Railway Station (Sunbury),441.0621,-34.27806,142.08485,Koorlong Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),4.6,6.6,513.3,351.9
1891,"9 KELVIN AVENUE, MILDURA SOUTH",-34.196718,142.156659,Mildura Primary School,0.4441,Sunbury Railway Station (Sunbury),441.2243,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,1.7,506.4,345.9
1892,"14 MELROSE DRIVE, MILDURA SOUTH",-34.19834,142.128065,Trinity Lutheran College,0.3677,Sunbury Railway Station (Sunbury),442.4329,-34.2016,142.12879,Trinity Lutheran College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,1.3,506.2,345.1
1893,"59 MAGNOLIA AVENUE, MILDURA SOUTH",-34.188953,142.165909,Mildura Primary School,0.7746,Sunbury Railway Station (Sunbury),441.5252,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.1,2.6,507.6,346.9
1894,"3/101 ONTARIO AVENUE, MILDURA SOUTH",-34.177973,142.150993,Mildura West Primary School,0.2336,Sunbury Railway Station (Sunbury),443.2761,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.7,1.6,509.8,349.5
1895,"263 TWELFTH STREET, MILDURA SOUTH",-34.181134,142.143006,Mildura West Primary School,0.879,Sunbury Railway Station (Sunbury),443.3542,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.3,2.6,509.4,349.3
1896,"2/84 SEVENTH STREET, MILDURA SOUTH",-34.187419,142.1690474,Mildura Primary School,1.0969,Sunbury Railway Station (Sunbury),441.5231,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),2.5,2.8,507.9,346.4
1897,"148 MAGNOLIA AVENUE, MILDURA SOUTH",-34.192154,142.162744,Mildura Primary School,0.3151,Sunbury Railway Station (Sunbury),441.3701,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,1.4,507.1,345.7
1898,"3 BURNSIDE WAY, MILDURA SOUTH",-34.206058,142.128972,Trinity Lutheran College,0.4948,Sunbury Railway Station (Sunbury),441.6579,-34.2016,142.12879,Trinity Lutheran College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.8,1.9,506.0,345.0
1899,"2/17 LOGAN AVENUE, MILDURA SOUTH",-34.198358,142.148101,Mildura Senior College,0.253,Sunbury Railway Station (Sunbury),441.4751,-34.198,142.14539,Mildura Senior College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.3,0.7,506.1,344.4
1900,"26 PETRUCCI WAY, MILDURA SOUTH",-34.171628,142.139982,Mildura West Primary School,1.4548,Sunbury Railway Station (Sunbury),444.4017,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),2.3,3.3,510.4,349.9
1901,"178 ONTARIO AVENUE, MILDURA SOUTH",-34.182439,142.146295,Mildura West Primary School,0.6372,Sunbury Railway Station (Sunbury),443.074,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.1,1.5,509.1,348.2
1902,"4/444 ELEVENTH STREET, MILDURA SOUTH",-34.175149,142.140528,Mildura West Primary School,1.2059,Sunbury Railway Station (Sunbury),444.0409,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.7,2.1,509.8,348.8
1903,"3/227 WADE AVENUE, MILDURA SOUTH",-34.195027,142.154526,Mildura Primary School,0.5558,Sunbury Railway Station (Sunbury),441.4863,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.7,2.8,506.7,346.7
1904,"28 RIVERSIDE AVENUE, MILDURA SOUTH",-34.169356,142.152291,Mildura West Primary School,1.1508,Sunbury Railway Station (Sunbury),444.0352,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.7,3.9,510.7,351.4
1905,"1 KURRAJONG PARADE, MILDURA SOUTH",-34.18878,142.151969,St Joseph's College Mildura,0.1376,Sunbury Railway Station (Sunbury),442.2017,-34.18872,142.15346,St Joseph's College Mildura,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.2,0.7,507.7,346.7
1906,"10 ULARARA DRIVE, MILDURA SOUTH",-34.174023,142.143906,Mildura West Primary School,1.0062,Sunbury Railway Station (Sunbury),443.9878,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.4,2.6,510.0,349.8
1907,"1/20 ONTARIO AVENUE, MILDURA SOUTH",-34.175166,142.154696,Mildura West Primary School,0.5491,Sunbury Railway Station (Sunbury),443.3682,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.8,1.7,509.8,349.6
1908,"1/231 TWELFTH STREET, MILDURA SOUTH",-34.183121,142.145443,Mildura West Primary School,0.7427,Sunbury Railway Station (Sunbury),443.0496,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.4,2.0,508.6,348.2
1909,"27/313 EIGHTH STREET, MILDURA SOUTH",-34.171375,142.144716,Mildura West Primary School,1.166,Sunbury Railway Station (Sunbury),444.2014,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.5,3.5,510.5,350.9
1910,"1/9 PANORAMA DRIVE, MILDURA SOUTH",-34.201908,142.126758,Trinity Lutheran College,0.1904,Sunbury Railway Station (Sunbury),442.1573,-34.2016,142.12879,Trinity Lutheran College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,1.4,506.2,345.1
1911,"759 WALNUT AVENUE, MILDURA SOUTH",-34.2183432,142.1122522,Mildura South Primary School,1.4442,Sunbury Railway Station (Sunbury),441.2994,-34.21348,142.12679,Mildura South Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),2.0,2.5,508.5,345.8
1912,"211 SHEOAK AVENUE, MILDURA SOUTH",-34.2584659,142.0709186,Koorlong Primary School,2.5239,Sunbury Railway Station (Sunbury),439.536,-34.27806,142.08485,Koorlong Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),2.8,4.5,508.2,352.5
1913,"882 SIXTEENTH STREET, MILDURA SOUTH",-34.2315826,142.1453703,Irymple Primary School,1.3788,Sunbury Railway Station (Sunbury),438.4538,-34.2266,142.15908,Irymple Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),2.3,3.5,503.7,342.2
1914,"882 SIXTEENTH ST, MILDURA SOUTH",-34.2315826,142.1453703,Irymple Primary School,1.3788,Sunbury Railway Station (Sunbury),438.4538,-34.2266,142.15908,Irymple Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),2.3,3.5,503.7,342.2
1915,"111 THIRTEENTH STREET, MILDURA SOUTH",-34.194047,142.155326,Mildura Primary School,0.4767,Sunbury Railway Station (Sunbury),441.5415,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.8,3.0,507.3,346.2
1916,"5/368 DEAKIN AVENUE, MILDURA SOUTH",-34.2034888,142.1406674,Mildura Specialist School,0.4851,Sunbury Railway Station (Sunbury),441.3422,-34.19988,142.14364,Mildura Specialist School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.0,1.2,505.3,343.4
1917,"2/1 HARVEST COURT, MILDURA SOUTH",-34.205302,142.129493,Trinity Lutheran College,0.4157,Sunbury Railway Station (Sunbury),441.7046,-34.2016,142.12879,Trinity Lutheran College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.8,1.8,506.0,345.0
1918,"24 FLORAL AVENUE EAST, MILDURA SOUTH",-34.1959265,142.1558199,Mildura Primary School,0.4672,Sunbury Railway Station (Sunbury),441.3393,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.0,3.2,506.5,346.6
1919,"10/313 EIGHTH STREET, MILDURA SOUTH",-34.171785,142.144896,Mildura West Primary School,1.1198,Sunbury Railway Station (Sunbury),444.1538,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.6,3.6,510.5,351.0
1920,"6 AMY COURT, MILDURA SOUTH",-34.192873,142.136812,Ranfurly Primary School,0.2826,Sunbury Railway Station (Sunbury),442.5337,-34.19367,142.1339,Ranfurly Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.7,2.1,507.5,347.6
1921,"173 OLIVE GROVE, MILDURA SOUTH",-34.1864718,142.1526145,St Joseph's College Mildura,0.2613,Sunbury Railway Station (Sunbury),442.3906,-34.18872,142.15346,St Joseph's College Mildura,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.5,1.4,508.1,347.0
1922,"338 EIGHTH STREET, MILDURA SOUTH",-34.169084,142.143434,Mildura West Primary School,1.441,Sunbury Railway Station (Sunbury),444.4801,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.7,3.7,510.9,350.7
1923,"20 ARGYLE STREET, MILDURA SOUTH",-34.193206,142.148762,Chaffey Secondary College,0.2891,Sunbury Railway Station (Sunbury),441.9332,-34.19573,142.14798,Chaffey Secondary College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.8,1.7,507.2,346.3
1924,"6/84 SEVENTH STREET, MILDURA SOUTH",-34.187419,142.1690474,Mildura Primary School,1.0969,Sunbury Railway Station (Sunbury),441.5231,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),2.5,2.8,507.9,346.4
1925,"38 SEVENTH STREET, MILDURA SOUTH",-34.1877711,142.1694834,Mildura Primary School,1.1001,Sunbury Railway Station (Sunbury),441.4689,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.3,3.0,507.8,346.2
1926,"6 LINTON CRT, MILDURA SOUTH",-34.204191,142.157716,St Paul's Primary School,0.1619,Sunbury Railway Station (Sunbury),440.4636,-34.2046,142.15603,St Paul's Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.5,1.2,505.2,343.5
1927,"315 EIGHTH STREET, MILDURA SOUTH",-34.171927,142.145201,Mildura West Primary School,1.0902,Sunbury Railway Station (Sunbury),444.1259,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.5,3.4,510.5,350.8
1928,"876 FOURTEENTH STREET, MILDURA SOUTH",-34.194996,142.143478,Mildura Senior College,0.377,Sunbury Railway Station (Sunbury),442.0145,-34.198,142.14539,Mildura Senior College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,1.6,506.6,345.7
1929,"5 CAVALLO DRIVE, MILDURA SOUTH",-34.192132,142.137043,Ranfurly Primary School,0.3362,Sunbury Railway Station (Sunbury),442.593,-34.19367,142.1339,Ranfurly Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,1.6,507.4,347.1
1930,"1 ESSEX COURT, MILDURA SOUTH",-34.168358,142.144153,Mildura West Primary School,1.4724,Sunbury Railway Station (Sunbury),444.5152,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),2.9,4.6,511.0,351.3
1931,"69 SAN MATEO AVENUE, MILDURA SOUTH",-34.189765,142.166722,Mildura Primary School,0.7628,Sunbury Railway Station (Sunbury),441.4094,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.9,2.3,507.5,346.6
1932,"LOT 8 WISTERIA VILLAS, MILDURA SOUTH",-34.2189118,142.1276005,Mildura South Primary School,0.6071,Sunbury Railway Station (Sunbury),440.5065,-34.21348,142.12679,Mildura South Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,0.9,505.8,343.9
1933,"218 SEVENTH STREET, MILDURA SOUTH",-34.177295,142.15725,Mildura West Primary School,0.5232,Sunbury Railway Station (Sunbury),443.0447,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.1,2.8,509.8,350.7
1934,"12 MONTANA DRIVE, MILDURA SOUTH",-34.199665,142.123027,Trinity Lutheran College,0.5729,Sunbury Railway Station (Sunbury),442.5486,-34.2016,142.12879,Trinity Lutheran College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.0,1.9,506.6,345.7
1935,"11/257 NINTH STREET, MILDURA SOUTH",-34.176323,142.147437,Mildura West Primary School,0.5927,Sunbury Railway Station (Sunbury),443.6016,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.7,2.2,509.8,350.1
1936,"3/5 LAWSONS RIDGE, MILDURA WEST",-34.196761002,142.120821002,Trinity Lutheran College,0.9097,Sunbury Railway Station (Sunbury),442.9295,-34.2016,142.12879,Trinity Lutheran College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.2,2.6,506.8,346.4
1937,"22 MCKENDRICK AVE, MILDURA WEST",-34.193353,142.145939,Chaffey Secondary College,0.3239,Sunbury Railway Station (Sunbury),442.0534,-34.19573,142.14798,Chaffey Secondary College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.0,2.4,506.9,346.8
1938,"3 / 145 RIVERSIDE AVE, MILDURA WEST",-34.175974,142.142514,Mildura West Primary School,1.0013,Sunbury Railway Station (Sunbury),443.8682,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.6,2.3,509.7,349.0
1939,"4 SEBASTIAN COURT, MILDURA WEST",-34.1923564,142.1354569,Ranfurly Primary School,0.2045,Sunbury Railway Station (Sunbury),442.6474,-34.19367,142.1339,Ranfurly Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,1.5,507.4,347.0
1940,"5/2 CAMERON AVENUE, MILDURA WEST",-34.181651,142.151354,Mildura West Primary School,0.2335,Sunbury Railway Station (Sunbury),442.909,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.8,1.5,508.8,348.2
1941,"3/65 WALNUT AVENUE, MILDURA WEST",-34.180836,142.156892,Mildura West Primary School,0.4328,Sunbury Railway Station (Sunbury),442.7244,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.1,2.5,508.9,348.3
1942,"32 TULANE DR, MILDURA WEST",-34.206874,142.130077,Trinity Lutheran College,0.5969,Sunbury Railway Station (Sunbury),441.5277,-34.2016,142.12879,Trinity Lutheran College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.0,2.8,506.3,345.9
1943,"244 NINTH STREET, MILDURA WEST",-34.178474,142.151576,Mildura West Primary School,0.1582,Sunbury Railway Station (Sunbury),443.2008,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.2,0.3,509.2,348.2
1944,"111 THIRTEENTH STREET, MILDURA WEST",-34.194047,142.155326,Mildura Primary School,0.4767,Sunbury Railway Station (Sunbury),441.5415,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.8,3.0,507.3,346.2
1945,"5/368 DEAKIN AVENUE, MILDURA WEST",-34.2034888,142.1406674,Mildura Specialist School,0.4851,Sunbury Railway Station (Sunbury),441.3422,-34.19988,142.14364,Mildura Specialist School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.0,1.2,505.3,343.4
1946,"24 FLORAL AVENUE EAST, MILDURA WEST",-34.1959265,142.1558199,Mildura Primary School,0.4672,Sunbury Railway Station (Sunbury),441.3393,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.0,3.2,506.5,346.6
1947,"59 MAGNOLIA AVENUE, MILDURA WEST",-34.188953,142.165909,Mildura Primary School,0.7746,Sunbury Railway Station (Sunbury),441.5252,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.1,2.6,507.6,346.9
1948,"3/101 ONTARIO AVENUE, MILDURA WEST",-34.177973,142.150993,Mildura West Primary School,0.2336,Sunbury Railway Station (Sunbury),443.2761,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.7,1.6,509.8,349.5
1949,"263 TWELFTH STREET, MILDURA WEST",-34.181134,142.143006,Mildura West Primary School,0.879,Sunbury Railway Station (Sunbury),443.3542,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.3,2.6,509.4,349.3
1950,"338 EIGHTH STREET, MILDURA WEST",-34.169084,142.143434,Mildura West Primary School,1.441,Sunbury Railway Station (Sunbury),444.4801,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.7,3.7,510.9,350.7
1951,"148 MAGNOLIA AVENUE, MILDURA WEST",-34.192154,142.162744,Mildura Primary School,0.3151,Sunbury Railway Station (Sunbury),441.3701,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,1.4,507.1,345.7
1952,"3 BURNSIDE WAY, MILDURA WEST",-34.206058,142.128972,Trinity Lutheran College,0.4948,Sunbury Railway Station (Sunbury),441.6579,-34.2016,142.12879,Trinity Lutheran College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.8,1.9,506.0,345.0
1953,"876 FOURTEENTH STREET, MILDURA WEST",-34.194996,142.143478,Mildura Senior College,0.377,Sunbury Railway Station (Sunbury),442.0145,-34.198,142.14539,Mildura Senior College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,1.6,506.6,345.7
1954,"28 RIVERSIDE AVENUE, MILDURA WEST",-34.169356,142.152291,Mildura West Primary School,1.1508,Sunbury Railway Station (Sunbury),444.0352,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.7,3.9,510.7,351.4
1955,"27/313 EIGHTH STREET, MILDURA WEST",-34.171375,142.144716,Mildura West Primary School,1.166,Sunbury Railway Station (Sunbury),444.2014,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.5,3.5,510.5,350.9
1956,"7/895 FIFTEENTH STREET, MILDURA WEST",-34.203348,142.132685,Trinity Lutheran College,0.408,Sunbury Railway Station (Sunbury),441.737,-34.2016,142.12879,Trinity Lutheran College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.4,0.9,505.3,343.6
1957,"1/18 ETHERINGTON DRIVE, MILDURA WEST",-34.169168,142.146857,Mildura West Primary School,1.2778,Sunbury Railway Station (Sunbury),444.3101,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.8,3.8,510.7,351.2
1958,"5 CAVALLO DRIVE, MILDURA WEST",-34.192132,142.137043,Ranfurly Primary School,0.3362,Sunbury Railway Station (Sunbury),442.593,-34.19367,142.1339,Ranfurly Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,1.6,507.4,347.1
1959,"3/227 WADE AVENUE, MILDURA WEST",-34.195027,142.154526,Mildura Primary School,0.5558,Sunbury Railway Station (Sunbury),441.4863,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.7,2.8,506.7,346.7
1960,"7 OPRAY COURT, MILDURA WEST",-34.175436,142.148731,Mildura West Primary School,0.5837,Sunbury Railway Station (Sunbury),443.6247,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.0,2.4,510.0,350.3
1961,"196 ELEVENTH STREET, MILDURA WEST",-34.1896286002,142.1574024002,St Joseph's College Mildura,0.3771,Sunbury Railway Station (Sunbury),441.8634,-34.18872,142.15346,St Joseph's College Mildura,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,1.1,507.5,345.6
1962,"22 MCKENDRICK AVENUE, MILDURA WEST",-34.193353,142.145939,Chaffey Secondary College,0.3239,Sunbury Railway Station (Sunbury),442.0534,-34.19573,142.14798,Chaffey Secondary College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.0,2.4,506.9,346.8
1963,"3 ANNUNZIATA COURT, MILDURA WEST",-34.170322,142.139057,Mildura West Primary School,1.6125,Sunbury Railway Station (Sunbury),444.5698,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),2.6,4.2,510.7,350.9
1964,"1/322 EIGHTH STREET, MILDURA WEST",-34.170162,142.144736,Mildura West Primary School,1.2745,Sunbury Railway Station (Sunbury),444.3159,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.6,3.4,510.5,350.8
1965,"32 JUDE AVENUE, MILDURA WEST",-34.177624,142.147733,Mildura West Primary School,0.4888,Sunbury Railway Station (Sunbury),443.4638,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.7,2.0,509.7,349.9
1966,"32 TULANE DRIVE, MILDURA WEST",-34.206948,142.130108,Trinity Lutheran College,0.6055,Sunbury Railway Station (Sunbury),441.5192,-34.2016,142.12879,Trinity Lutheran College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.0,2.8,506.3,345.9
1967,"4 SEBASTIAN CT, MILDURA WEST",-34.1923564,142.1354569,Ranfurly Primary School,0.2045,Sunbury Railway Station (Sunbury),442.6474,-34.19367,142.1339,Ranfurly Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,1.5,507.4,347.0
1968,"16 DESROY AVE, MILDURA WEST",-34.181721,142.149133,Mildura West Primary School,0.3727,Sunbury Railway Station (Sunbury),443.0076,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.8,1.8,508.8,348.0
1969,"9 KELVIN AVENUE, MILDURA WEST",-34.196718,142.156659,Mildura Primary School,0.4441,Sunbury Railway Station (Sunbury),441.2243,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,1.7,506.4,345.9
1970,"2/1 HARVEST COURT, MILDURA WEST",-34.205302,142.129493,Trinity Lutheran College,0.4157,Sunbury Railway Station (Sunbury),441.7046,-34.2016,142.12879,Trinity Lutheran College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.8,1.8,506.0,345.0
1971,"14 MELROSE DRIVE, MILDURA WEST",-34.19834,142.128065,Trinity Lutheran College,0.3677,Sunbury Railway Station (Sunbury),442.4329,-34.2016,142.12879,Trinity Lutheran College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.6,1.3,506.2,345.1
1972,"10/313 EIGHTH STREET, MILDURA WEST",-34.171785,142.144896,Mildura West Primary School,1.1198,Sunbury Railway Station (Sunbury),444.1538,-34.17973,142.15239,Mildura West Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),1.6,3.6,510.5,351.0
1973,"2/84 SEVENTH STREET, MILDURA WEST",-34.187419,142.1690474,Mildura Primary School,1.0969,Sunbury Railway Station (Sunbury),441.5231,-34.19429,142.16049,Mildura Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),2.5,2.8,507.9,346.4
1974,"6 AMY COURT, MILDURA WEST",-34.192873,142.136812,Ranfurly Primary School,0.2826,Sunbury Railway Station (Sunbury),442.5337,-34.19367,142.1339,Ranfurly Primary School,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.7,2.1,507.5,347.6
1975,"173 OLIVE GROVE, MILDURA WEST",-34.1864718,142.1526145,St Joseph's College Mildura,0.2613,Sunbury Railway Station (Sunbury),442.3906,-34.18872,142.15346,St Joseph's College Mildura,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.5,1.4,508.1,347.0
1976,"20 ARGYLE STREET, MILDURA WEST",-34.193206,142.148762,Chaffey Secondary College,0.2891,Sunbury Railway Station (Sunbury),441.9332,-34.19573,142.14798,Chaffey Secondary College,15351,-37.5791,144.7273,Sunbury Railway Station (Sunbury),0.8,1.7,507.2,346.3
