,name,latitude,longitude,nearestSchool,nearestSchool_distance,nearestStation,nearestStation_distance,School_Y,School_X,School_Name,STOP_ID,LATITUDE,LONGITUDE,STOP_NAME,real_school_distance,real_school_duration,real_station_distance,real_station_duration
253,"3402/151 CITY ROAD, SOUTHBANK",-37.8237063,144.9630994,Victorian College Of The Arts Secondary School,0.5232,Flinders Street Railway Station (Melbourne City),0.6914,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
254,"106/38 KAVANAGH STREET, SOUTHBANK",-37.82373,144.9646658,Victorian College Of The Arts Secondary School,0.4996,Flinders Street Railway Station (Melbourne City),0.6368,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
255,"2805/151 CITY ROAD, SOUTHBANK",-37.82371,144.9631,Victorian College Of The Arts Secondary School,0.5228,Flinders Street Railway Station (Melbourne City),0.6917,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
256,"606/102 WELLS ST, SOUTHBANK",-37.8279601,144.9683224,Victorian College Of The Arts Secondary School,0.3142,Flinders Street Railway Station (Melbourne City),1.0785,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
257,"3809/241 CITY ROAD, SOUTHBANK",-37.826397,144.959942,Victorian College Of The Arts Secondary School,0.4712,Flinders Street Railway Station (Melbourne City),1.0926,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
258,"606/102 WELLS STREET, SOUTHBANK",-37.82796,144.968322,Victorian College Of The Arts Secondary School,0.3141,Flinders Street Railway Station (Melbourne City),1.0785,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
259,"5602/70 SOUTHBANK BOULEVARD, SOUTHBANK",-37.82312001,144.96378001,Victorian College Of The Arts Secondary School,0.5738,Flinders Street Railway Station (Melbourne City),0.6055,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
260,"3009/1 BALSTON STREET, SOUTHBANK",-37.8250217,144.9615708,Victorian College Of The Arts Secondary School,0.454,Flinders Street Railway Station (Melbourne City),0.8861,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
261,"901/109 CLARENDON STREET, SOUTHBANK",-37.827739,144.958463,South Melbourne Primary School,0.4721,Southern Cross Railway Station (Melbourne City),1.2567,-37.82935,144.9535,South Melbourne Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
262,"67/83 WHITEMAN STREET, SOUTHBANK",-37.826873,144.955824,South Melbourne Primary School,0.3427,Southern Cross Railway Station (Melbourne City),1.0694,-37.82935,144.9535,South Melbourne Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
263,"1605/63 HAIG STREET, SOUTHBANK",-37.82775001,144.95679001,South Melbourne Primary School,0.3397,Southern Cross Railway Station (Melbourne City),1.1918,-37.82935,144.9535,South Melbourne Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
264,"32 MILES STREET, SOUTHBANK",-37.828104,144.966273,Victorian College Of The Arts Secondary School,0.1331,Flinders Street Railway Station (Melbourne City),1.0901,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
265,"1818/39 COVENTRY STREET, SOUTHBANK",-37.8292032,144.9693747,Victorian College Of The Arts Secondary School,0.4195,Flinders Street Railway Station (Melbourne City),1.2281,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
266,"1508/163 CITY ROAD ROAD, SOUTHBANK",-37.82425001,144.96268001,Victorian College Of The Arts Secondary School,0.4785,Flinders Street Railway Station (Melbourne City),0.7621,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
267,"3705/245 CITY ROAD, SOUTHBANK",-37.82672001,144.95983001,Victorian College Of The Arts Secondary School,0.4661,Flinders Street Railway Station (Melbourne City),1.1278,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
268,"3114/151 CITY ROAD, SOUTHBANK",-37.8237063,144.9630994,Victorian College Of The Arts Secondary School,0.5232,Flinders Street Railway Station (Melbourne City),0.6914,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
269,"4903/7 RIVERSIDE QUAY, SOUTHBANK",-37.821325,144.964735,Victorian College Of The Arts Secondary School,0.7664,Flinders Street Railway Station (Melbourne City),0.3905,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
270,"78/88 SOUTHBANK BOULEVARD, SOUTHBANK",-37.8232907002,144.9699533002,Victorian College Of The Arts Secondary School,0.7133,Flinders Street Railway Station (Melbourne City),0.6119,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
271,"4411/1 BALSTON STREET, SOUTHBANK",-37.8250217,144.9615708,Victorian College Of The Arts Secondary School,0.454,Flinders Street Railway Station (Melbourne City),0.8861,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
272,"319/20 CONVENTION CENTRE, SOUTH WHARF",-37.8252735,144.9491257,Montague Continuing Education Centre,0.5937,Southern Cross Railway Station (Melbourne City),0.8425,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
273,"302/20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.82448001,144.94992001,South Melbourne Primary School,0.6257,Southern Cross Railway Station (Melbourne City),0.7419,-37.82935,144.9535,South Melbourne Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
274,"CARPARK C1/20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.82448001,144.94992001,South Melbourne Primary School,0.6257,Southern Cross Railway Station (Melbourne City),0.7419,-37.82935,144.9535,South Melbourne Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
275,"307/20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.8252735,144.9491257,Montague Continuing Education Centre,0.5937,Southern Cross Railway Station (Melbourne City),0.8425,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
276,"305/20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.8252735,144.9491257,Montague Continuing Education Centre,0.5937,Southern Cross Railway Station (Melbourne City),0.8425,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
277,"301/20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.8252735,144.9491257,Montague Continuing Education Centre,0.5937,Southern Cross Railway Station (Melbourne City),0.8425,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
278,"310/20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.8252735,144.9491257,Montague Continuing Education Centre,0.5937,Southern Cross Railway Station (Melbourne City),0.8425,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
279,"CARPARK 40/20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.8251654,144.9499302,South Melbourne Primary School,0.5608,Southern Cross Railway Station (Melbourne City),0.8167,-37.82935,144.9535,South Melbourne Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
280,"325/20 CONVENTION PLACE, SOUTH WHARF",-37.8253793,144.9488899,Montague Continuing Education Centre,0.5843,Southern Cross Railway Station (Melbourne City),0.8591,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
281,"324/20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.8251041,144.9495342,South Melbourne Primary School,0.5865,Southern Cross Railway Station (Melbourne City),0.8163,-37.82935,144.9535,South Melbourne Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
282,"1306 / 92-100 LORIMER STREET, SOUTH WHARF",-37.8238794,144.9411206,Montague Continuing Education Centre,1.0641,Southern Cross Railway Station (Melbourne City),1.1223,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
283,"2305 / 92-100 LORIMER STREET, SOUTH WHARF",-37.8238794,144.9411206,Montague Continuing Education Centre,1.0641,Southern Cross Railway Station (Melbourne City),1.1223,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
284,"35 SOUTH WHARF PROMENADE, SOUTH WHARF",-37.8242849,144.950497,South Melbourne Primary School,0.6213,Southern Cross Railway Station (Melbourne City),0.7131,-37.82935,144.9535,South Melbourne Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
285,"309/20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.8252735,144.9491257,Montague Continuing Education Centre,0.5937,Southern Cross Railway Station (Melbourne City),0.8425,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
286,"CARPARK C1, 20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.82448001,144.94992001,South Melbourne Primary School,0.6257,Southern Cross Railway Station (Melbourne City),0.7419,-37.82935,144.9535,South Melbourne Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
287,"20 CONVENTION PLACE, SOUTH WHARF",-37.82448001,144.94992001,South Melbourne Primary School,0.6257,Southern Cross Railway Station (Melbourne City),0.7419,-37.82935,144.9535,South Melbourne Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
288,"315/20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.8249707002,144.949355002,South Melbourne Primary School,0.6078,Southern Cross Railway Station (Melbourne City),0.8052,-37.82935,144.9535,South Melbourne Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
289,"323/20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.8251041,144.9495342,South Melbourne Primary School,0.5865,Southern Cross Railway Station (Melbourne City),0.8163,-37.82935,144.9535,South Melbourne Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
290,"310, 20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.82448001,144.94992001,South Melbourne Primary School,0.6257,Southern Cross Railway Station (Melbourne City),0.7419,-37.82935,144.9535,South Melbourne Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
291,"CARPARK/20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.8252735,144.9491257,Montague Continuing Education Centre,0.5937,Southern Cross Railway Station (Melbourne City),0.8425,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
292,"303/20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.8252735,144.9491257,Montague Continuing Education Centre,0.5937,Southern Cross Railway Station (Melbourne City),0.8425,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
293,"20 CONVENTION CENTRE, SOUTH WHARF",-37.8253793,144.9488899,Montague Continuing Education Centre,0.5843,Southern Cross Railway Station (Melbourne City),0.8591,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
294,"308/20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.8252735,144.9491257,Montague Continuing Education Centre,0.5937,Southern Cross Railway Station (Melbourne City),0.8425,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
295,"1606 / 92-100 LORIMER STREET, SOUTH WHARF",-37.8238794,144.9411206,Montague Continuing Education Centre,1.0641,Southern Cross Railway Station (Melbourne City),1.1223,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
296,"1/1 RIVERSIDE QUAY, SOUTH WHARF",-37.8215199,144.9635752,Victorian College Of The Arts Secondary School,0.7522,Flinders Street Railway Station (Melbourne City),0.4676,-37.82823,144.96477,Victorian College Of The Arts Secondary School,19854,-37.8183,144.967,Flinders Street Railway Station (Melbourne City),,,,
297,"314/20 CONVENTION CENTRE PLACE, SOUTH WHARF",-37.8251477,144.9485553,Montague Continuing Education Centre,0.6141,Southern Cross Railway Station (Melbourne City),0.8425,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
298,"1404/60 LORIMER STREET, DOCKLANDS",-37.8253376,144.946866,Montague Continuing Education Centre,0.6365,Southern Cross Railway Station (Melbourne City),0.917,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
299,"2603/90 LORIMER STREET, DOCKLANDS",-37.8247072,144.9434987,Montague Continuing Education Centre,0.8542,Southern Cross Railway Station (Melbourne City),1.027,-37.8306,144.94974,Montague Continuing Education Centre,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
300,"207/815 BOURKE STREET, DOCKLANDS",-37.8185607,144.9479613,Hester Hornbrook Academy,0.7551,Southern Cross Railway Station (Melbourne City),0.3115,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
301,"L8/8 PEARL RIVER ROAD, DOCKLANDS",-37.8146022002,144.9376388002,Docklands Primary School,0.3314,North Melbourne Railway Station (West Melbourne),0.911,-37.81271,144.94055,Docklands Primary School,19973,-37.8074,144.9426,North Melbourne Railway Station (West Melbourne),,,,
302,"3503/628 FLINDERS STREET, DOCKLANDS",-37.82113001,144.95341001,Hester Hornbrook Academy,0.5637,Southern Cross Railway Station (Melbourne City),0.3998,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
303,"1503/60 SIDDELEY STREET, DOCKLANDS",-37.822692,144.952518,South Melbourne Primary School,0.744,Southern Cross Railway Station (Melbourne City),0.5409,-37.82935,144.9535,South Melbourne Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
304,"1305E/888 COLLINS STREET, DOCKLANDS",-37.8205169,144.9422993,Docklands Primary School,0.8801,Southern Cross Railway Station (Melbourne City),0.8523,-37.81271,144.94055,Docklands Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
305,"2010S/889 COLLINS STREET, DOCKLANDS",-37.82104001,144.94211001,Docklands Primary School,0.9347,Southern Cross Railway Station (Melbourne City),0.8891,-37.81271,144.94055,Docklands Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
306,"S2801/231 HARBOUR PROMENADE, DOCKLANDS",-37.8134227,144.9433966,Docklands Primary School,0.2628,North Melbourne Railway Station (West Melbourne),0.6721,-37.81271,144.94055,Docklands Primary School,19973,-37.8074,144.9426,North Melbourne Railway Station (West Melbourne),,,,
307,"508S/883 COLLINS ST, DOCKLANDS",-37.81793001,144.95755001,Hester Hornbrook Academy,0.1975,Southern Cross Railway Station (Melbourne City),0.5415,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
308,"908/18 WATERVIEW WALK, DOCKLANDS",-37.81917001,144.94757001,Hester Hornbrook Academy,0.8099,Southern Cross Railway Station (Melbourne City),0.3655,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
309,"FLOOR7/8 PEARL RIVER ROAD, DOCKLANDS",-37.8155292,144.9379085,Docklands Primary School,0.3899,North Melbourne Railway Station (West Melbourne),0.9924,-37.81271,144.94055,Docklands Primary School,19973,-37.8074,144.9426,North Melbourne Railway Station (West Melbourne),,,,
310,"2409B/100 HARBOUR ESPLANADE, DOCKLANDS",-37.818305,144.946966,Hester Hornbrook Academy,0.832,Southern Cross Railway Station (Melbourne City),0.393,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
311,"1107/8 MARMION PLACE, DOCKLANDS",-37.8138551002,144.9423532002,Docklands Primary School,0.2034,North Melbourne Railway Station (West Melbourne),0.7168,-37.81271,144.94055,Docklands Primary School,19973,-37.8074,144.9426,North Melbourne Railway Station (West Melbourne),,,,
312,"3601/628 FLINDERS STREET, DOCKLANDS",-37.82113001,144.95341001,Hester Hornbrook Academy,0.5637,Southern Cross Railway Station (Melbourne City),0.3998,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
313,"1501/628 FLINDERS STREET, DOCKLANDS",-37.82113001,144.95341001,Hester Hornbrook Academy,0.5637,Southern Cross Railway Station (Melbourne City),0.3998,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
314,"3912/628 FLINDERS STREET, DOCKLANDS",-37.8211001,144.95342001,Hester Hornbrook Academy,0.5603,Southern Cross Railway Station (Melbourne City),0.3972,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
315,"603/915 COLLINS STREET, DOCKLANDS",-37.8208898001,144.9416236001,Docklands Primary School,0.9128,Southern Cross Railway Station (Melbourne City),0.9225,-37.81271,144.94055,Docklands Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
316,"607/15 CARAVEL LANE, DOCKLANDS",-37.814141,144.941747,Docklands Primary School,0.1906,North Melbourne Railway Station (West Melbourne),0.752,-37.81271,144.94055,Docklands Primary School,19973,-37.8074,144.9426,North Melbourne Railway Station (West Melbourne),,,,
317,"210/241 HARBOUR ESPLANADE, DOCKLANDS",-37.813259,144.9431692,Docklands Primary School,0.2385,North Melbourne Railway Station (West Melbourne),0.6522,-37.81271,144.94055,Docklands Primary School,19973,-37.8074,144.9426,North Melbourne Railway Station (West Melbourne),,,,
318,"4204/8 PEARL RIVER ROAD, DOCKLANDS",-37.8146022002,144.9376388002,Docklands Primary School,0.3314,North Melbourne Railway Station (West Melbourne),0.911,-37.81271,144.94055,Docklands Primary School,19973,-37.8074,144.9426,North Melbourne Railway Station (West Melbourne),,,,
319,"LEVEL7/8 PEARL RIVER ROAD, DOCKLANDS",-37.8155292,144.9379085,Docklands Primary School,0.3899,North Melbourne Railway Station (West Melbourne),0.9924,-37.81271,144.94055,Docklands Primary School,19973,-37.8074,144.9426,North Melbourne Railway Station (West Melbourne),,,,
320,"2703E/888 COLLINS STREET, DOCKLANDS",-37.8205949,144.9423549,Docklands Primary School,0.8895,Southern Cross Railway Station (Melbourne City),0.8507,-37.81271,144.94055,Docklands Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
321,"1802/8 WATERVIEW WALK, DOCKLANDS",-37.819472,144.947845,Hester Hornbrook Academy,0.8004,Southern Cross Railway Station (Melbourne City),0.3584,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
322,"404/12 WATERVIEW WALK, DOCKLANDS",-37.819472,144.947845,Hester Hornbrook Academy,0.8004,Southern Cross Railway Station (Melbourne City),0.3584,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
323,"P108/12 WATERVIEW WALK, DOCKLANDS",-37.818834,144.948028,Hester Hornbrook Academy,0.7591,Southern Cross Railway Station (Melbourne City),0.3145,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
324,"508S/883 COLLINS STREET, DOCKLANDS",-37.81793001,144.95755001,Hester Hornbrook Academy,0.1975,Southern Cross Railway Station (Melbourne City),0.5415,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
325,"1509IF/381 DOCKLANDS DRIVE, DOCKLANDS",-37.81361001,144.94143001,Docklands Primary School,0.1264,North Melbourne Railway Station (West Melbourne),0.6969,-37.81271,144.94055,Docklands Primary School,19973,-37.8074,144.9426,North Melbourne Railway Station (West Melbourne),,,,
326,"F7/673 LA TROBE STREET, DOCKLANDS",-37.81458001,144.94713001,Docklands Primary School,0.6155,Southern Cross Railway Station (Melbourne City),0.5264,-37.81271,144.94055,Docklands Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
327,"CARPARK604/8 PEARL RIVER ROAD, DOCKLANDS",-37.81532001,144.93801001,Docklands Primary School,0.366,North Melbourne Railway Station (West Melbourne),0.9675,-37.81271,144.94055,Docklands Primary School,19973,-37.8074,144.9426,North Melbourne Railway Station (West Melbourne),,,,
328,"106S/883 COLLINS STREET, DOCKLANDS",-37.82171001,144.94314001,Docklands Primary School,1.0246,Southern Cross Railway Station (Melbourne City),0.8413,-37.81271,144.94055,Docklands Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
329,"1112/8 MCCRAE STREET, DOCKLANDS",-37.821663,144.950875,Hester Hornbrook Academy,0.7342,Southern Cross Railway Station (Melbourne City),0.4202,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
330,"413/838 BOURKE STREET, DOCKLANDS",-37.8198217,144.9432157,Docklands Primary School,0.8235,Southern Cross Railway Station (Melbourne City),0.7515,-37.81271,144.94055,Docklands Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
331,"2404/9 WATERSIDE PL, DOCKLANDS",-37.8200306,144.9415454,Docklands Primary School,0.8172,Southern Cross Railway Station (Melbourne City),0.8993,-37.81271,144.94055,Docklands Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
332,"G03/915 COLLINS ST, DOCKLANDS",-37.8217098002,144.949833002,Hester Hornbrook Academy,0.7991,Southern Cross Railway Station (Melbourne City),0.4448,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
333,"1702/675-677 LA TROBE STREET, DOCKLANDS",-37.8148378,144.9473074,Docklands Primary School,0.6402,Southern Cross Railway Station (Melbourne City),0.4954,-37.81271,144.94055,Docklands Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
334,"801/453 DOCKLANDS DRIVE, DOCKLANDS",-37.815508,144.936485,Docklands Primary School,0.4739,North Melbourne Railway Station (West Melbourne),1.0487,-37.81271,144.94055,Docklands Primary School,19973,-37.8074,144.9426,North Melbourne Railway Station (West Melbourne),,,,
335,"409/757 BOURKE, DOCKLANDS",-37.81908001,144.94814001,Hester Hornbrook Academy,0.7595,Southern Cross Railway Station (Melbourne City),0.3155,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
336,"1416/100 HARBOUR ESPLANADE, DOCKLANDS",-37.818305,144.946966,Hester Hornbrook Academy,0.832,Southern Cross Railway Station (Melbourne City),0.393,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
337,"3813/628 FLINDERS STREET, DOCKLANDS",-37.82113001,144.95341001,Hester Hornbrook Academy,0.5637,Southern Cross Railway Station (Melbourne City),0.3998,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
338,"2404/9 WATERSIDE PLACE, DOCKLANDS",-37.8200306,144.9415454,Docklands Primary School,0.8172,Southern Cross Railway Station (Melbourne City),0.8993,-37.81271,144.94055,Docklands Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
339,"1702/628 FLINDERS STREET, DOCKLANDS",-37.82113001,144.95341001,Hester Hornbrook Academy,0.5637,Southern Cross Railway Station (Melbourne City),0.3998,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
340,"G03/915 COLLINS STREET, DOCKLANDS",-37.8208898001,144.9416236001,Docklands Primary School,0.9128,Southern Cross Railway Station (Melbourne City),0.9225,-37.81271,144.94055,Docklands Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
341,"1710/673 LA TROBE STREET, DOCKLANDS",-37.81458001,144.94713001,Docklands Primary School,0.6155,Southern Cross Railway Station (Melbourne City),0.5264,-37.81271,144.94055,Docklands Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
342,"2703/6 PEARL RIVER ROAD, DOCKLANDS",-37.81532001,144.93814001,Docklands Primary School,0.3591,North Melbourne Railway Station (West Melbourne),0.9628,-37.81271,144.94055,Docklands Primary School,19973,-37.8074,144.9426,North Melbourne Railway Station (West Melbourne),,,,
343,"FLOOR19/673 LA TROBE STREET, DOCKLANDS",-37.81458001,144.94713001,Docklands Primary School,0.6155,Southern Cross Railway Station (Melbourne City),0.5264,-37.81271,144.94055,Docklands Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
344,"910/673 LA TROBE STREET, DOCKLANDS",-37.81458001,144.94713001,Docklands Primary School,0.6155,Southern Cross Railway Station (Melbourne City),0.5264,-37.81271,144.94055,Docklands Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
345,"516 / 757 BOURKE STREET, DOCKLANDS",-37.8188109,144.9482958,Hester Hornbrook Academy,0.7361,Southern Cross Railway Station (Melbourne City),0.2914,-37.81654,144.95615,Hester Hornbrook Academy,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
346,"1603/673 LA TROBE STREET, DOCKLANDS",-37.8147695,144.9477189,Ozford College,0.6259,Southern Cross Railway Station (Melbourne City),0.4752,-37.81289,144.95442,Ozford College,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
347,"808S/883 COLLINS STREET, DOCKLANDS",-37.82122001,144.94285001,Docklands Primary School,0.966,Southern Cross Railway Station (Melbourne City),0.8382,-37.81271,144.94055,Docklands Primary School,22180,-37.8179,144.9514,Southern Cross Railway Station (Melbourne City),,,,
348,"UNIT 123/123 GORDON STREET, FOOTSCRAY",-37.79529001,144.88939001,Footscray Primary School,0.4484,Middle Footscray Railway Station (Footscray),0.8215,-37.79838,144.89267,Footscray Primary School,20024,-37.8025,144.8915,Middle Footscray Railway Station (Footscray),,,,
349,"104/14 ELEANOR STREET, FOOTSCRAY",-37.791014,144.885551,Footscray North Primary School,0.4101,West Footscray Railway Station (West Footscray),1.2049,-37.78775,144.88337,Footscray North Primary School,20023,-37.8018,144.884,West Footscray Railway Station (West Footscray),,,,
